,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Annees,mois,trimestre,Marge_relative,Taux_profit_estime,Quantity,Ratio_Qte_Sales,délais livraison
164,165,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,becky martin,consumer,united states,san antonio,texas,78207,central,OFF-AR-10004441,office supplies,art,bic brite liner highlighters,9.936,2015,9,3,0.11538461538461539,5.4704813652763805e-06,1,0.10064412238325282,4 days
166,167,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,becky martin,consumer,united states,san antonio,texas,78207,central,OFF-ST-10000991,office supplies,storage,space solutions hd industrial steel shelving.,275.928,2015,9,3,0.09090909090909091,0.0001519181745328081,1,0.003624133832014149,4 days
168,169,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,becky martin,consumer,united states,san antonio,texas,78207,central,OFF-AR-10002656,office supplies,art,sanford liquid accent highlighters,32.064,2015,9,3,0.21428571428571427,1.765353406765518e-05,1,0.031187624750499,4 days
169,170,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,becky martin,consumer,united states,san antonio,texas,78207,central,OFF-AP-10002518,office supplies,appliances,kensington 7 outlet masterpiece power center,177.98,2015,9,3,0.06172839506172839,9.799076825602759e-05,1,0.0056186088324530845,4 days
170,171,CA-2015-139892,2015-09-08,2015-09-12,standard class,BM-11140,becky martin,consumer,united states,san antonio,texas,78207,central,TEC-PH-10003931,technology,phones,jbl micro wireless portable bluetooth speaker,143.976,2015,9,3,0.18461538461538463,7.92691249040894e-05,1,0.006945602044785242,4 days
172,173,CA-2015-118962,2015-08-05,2015-08-09,standard class,CS-12130,chad sievert,consumer,united states,los angeles,california,90004,west,OFF-PA-10001144,office supplies,paper,xerox 1913,110.96,2015,8,3,0.1282051282051282,6.109144648662109e-05,1,0.009012256669069936,4 days
174,175,US-2015-100853,2015-09-14,2015-09-19,standard class,JB-15400,jennifer braxton,corporate,united states,chicago,illinois,60623,central,OFF-AP-10000891,office supplies,appliances,kensington 7 outlet masterpiece homeoffice power control center,52.448,2015,9,3,0.021052631578947368,2.8876389557771298e-05,1,0.019066503965832825,5 days
175,176,US-2015-100853,2015-09-14,2015-09-19,standard class,JB-15400,jennifer braxton,corporate,united states,chicago,illinois,60623,central,OFF-LA-10003148,office supplies,labels,avery 51,20.16,2015,9,3,0.2105263157894737,1.1099527407807148e-05,1,0.0496031746031746,5 days
178,179,US-2016-101511,2016-11-21,2016-11-23,second class,JE-15745,joel eaton,consumer,united states,newark,ohio,43055,east,OFF-SU-10002189,office supplies,supplies,acme rosewood handle letter opener,15.88,2016,11,4,0.36363636363636365,8.74308012083222e-06,1,0.06297229219143577,2 days
181,182,CA-2015-166191,2015-12-05,2015-12-09,second class,DK-13150,david kendrick,corporate,united states,decatur,illinois,62521,central,TEC-AC-10004659,technology,accessories,imation secure+ hardware encrypted usb 2.0 flash drive; 16gb,408.744,2015,12,4,0.21212121212121213,0.00022504291819328996,1,0.002446519092634999,4 days
182,183,CA-2015-158274,2015-11-19,2015-11-24,second class,RM-19675,robert marley,home office,united states,monroe,louisiana,71203,south,TEC-PH-10003273,technology,phones,at&t tr1909w,503.96,2015,11,4,0.28985507246376807,0.0002774661623233378,1,0.0019842844670211923,5 days
183,184,CA-2015-158274,2015-11-19,2015-11-24,second class,RM-19675,robert marley,home office,united states,monroe,louisiana,71203,south,TEC-PH-10004896,technology,phones,nokia lumia 521 (t-mobile),149.95,2015,11,4,0.29069767441860467,8.255824081352589e-05,1,0.0066688896298766264,5 days
184,185,CA-2015-158274,2015-11-19,2015-11-24,second class,RM-19675,robert marley,home office,united states,monroe,louisiana,71203,south,TEC-AC-10002345,technology,accessories,hp standard 104 key ps/2 keyboard,29.0,2015,11,4,0.10526315789473684,1.596658208464322e-05,1,0.034482758620689655,5 days
185,186,CA-2017-105018,2017-11-28,2017-12-02,standard class,SK-19990,sally knutson,consumer,united states,fairfield,connecticut,6824,east,OFF-BI-10001890,office supplies,binders,avery poly binder pockets,7.16,2017,11,4,0.09174311926605505,3.942094059518809e-06,1,0.13966480446927373,4 days
186,187,CA-2015-123260,2015-08-26,2015-08-30,standard class,FM-14290,frank merwin,home office,united states,los angeles,california,90032,west,TEC-AC-10002323,technology,accessories,sandisk ultra 32 gb microsdhc class 10 memory card,176.8,2015,8,3,0.2,9.734109353672143e-05,1,0.005656108597285068,4 days
188,189,CA-2017-157000,2017-07-16,2017-07-22,standard class,AM-10360,alice mccarthy,corporate,united states,grand prairie,texas,75051,central,OFF-PA-10001950,office supplies,paper,southworth 25% cotton antique laid paper & envelopes,20.016,2017,7,3,0.10344827586206895,1.1020245069179954e-05,1,0.04996003197442047,6 days
190,191,CA-2016-102281,2016-10-12,2016-10-14,first class,MP-17470,mark packer,home office,united states,new york city,new york,10035,east,TEC-PH-10001552,technology,phones,i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink,71.76,2016,10,4,0.13215859030837004,3.950903208255164e-05,1,0.013935340022296542,2 days
191,192,CA-2016-102281,2016-10-12,2016-10-14,first class,MP-17470,mark packer,home office,united states,new york city,new york,10035,east,OFF-PA-10000061,office supplies,paper,xerox 205,51.84,2016,10,4,0.3448275862068965,2.8541641905789814e-05,1,0.019290123456790122,2 days
193,194,CA-2016-102281,2016-10-12,2016-10-14,first class,MP-17470,mark packer,home office,united states,new york city,new york,10035,east,OFF-AR-10003514,office supplies,art,4009 highlighters by sanford,19.9,2016,10,4,0.11627906976744186,1.0956378740841381e-05,1,0.05025125628140704,2 days
194,195,CA-2016-131457,2016-10-31,2016-11-06,standard class,MZ-17515,mary zewe,corporate,united states,redlands,california,92374,west,OFF-EN-10001509,office supplies,envelopes,poly string tie envelopes,14.28,2016,10,4,0.21604938271604937,7.86216524719673e-06,1,0.0700280112044818,6 days
197,198,CA-2018-107720,2018-11-06,2018-11-13,standard class,VM-21685,valerie mitchum,home office,united states,westfield,new jersey,7090,east,OFF-ST-10001414,office supplies,storage,decoflex hanging personal folder file,46.26,2018,11,4,1.0,2.5469451283986047e-05,1,0.021616947686986597,7 days
200,201,CA-2018-105074,2018-06-24,2018-06-29,standard class,MB-17305,maria bertelson,consumer,united states,akron,ohio,44312,east,OFF-PA-10002666,office supplies,paper,southworth 25% cotton linen-finish paper & envelopes,21.744,2018,6,2,0.13043478260869565,1.1971633132706283e-05,1,0.045989698307579104,5 days
201,202,CA-2015-133690,2015-08-03,2015-08-05,first class,BS-11755,bruce stewart,consumer,united states,denver,colorado,80219,west,FUR-TA-10004289,furniture,tables,boxoffice by design rectangular and half-moon meeting room tables,218.75,2015,8,3,0.1282051282051282,0.00012043758037985187,1,0.004571428571428572,2 days
203,204,US-2018-116701,2018-12-17,2018-12-21,second class,LC-17140,logan currie,consumer,united states,dallas,texas,75220,central,OFF-AP-10003217,office supplies,appliances,eureka sanitaire  commercial upright,66.284,2018,12,4,0.043478260869565216,3.649410092753418e-05,1,0.015086597067165529,4 days
205,206,CA-2018-108329,2018-12-09,2018-12-14,standard class,LE-16810,laurel elliston,consumer,united states,whittier,california,90604,west,TEC-PH-10001918,technology,phones,nortel business series terminal t7208 digital phone,444.768,2018,12,4,0.4444444444444444,0.0002448767165731929,1,0.002248363191596518,5 days
207,208,CA-2018-135860,2018-12-01,2018-12-07,standard class,JH-15985,joseph holt,consumer,united states,saginaw,michigan,48601,central,TEC-PH-10001700,technology,phones,panasonic kx-tg6844b expandable digital cordless telephone,131.98,2018,12,4,0.11627906976744184,7.266446563900731e-05,1,0.007576905591756327,6 days
211,212,CA-2016-101007,2016-02-09,2016-02-13,second class,MS-17980,michael stewart,corporate,united states,dallas,texas,75220,central,TEC-AC-10001266,technology,accessories,memorex micro travel drive 8 gb,20.8,2016,2,1,0.06956521739130435,1.1451893357261345e-05,1,0.04807692307692307,4 days
212,213,CA-2016-146262,2016-01-02,2016-01-09,standard class,VW-21775,victoria wilson,corporate,united states,medina,ohio,44256,east,OFF-LA-10004544,office supplies,labels,avery 505,23.68,2016,1,1,0.06349206349206349,1.3037540129805222e-05,1,0.04222972972972973,7 days
213,214,CA-2016-146262,2016-01-02,2016-01-09,standard class,VW-21775,victoria wilson,corporate,united states,medina,ohio,44256,east,FUR-BO-10004695,furniture,bookcases,o'sullivan 2-door barrister bookcase in odessa pine,452.45,2016,1,1,0.09259259259259259,0.00024910620911023534,1,0.0022101889711570338,7 days
214,215,CA-2016-146262,2016-01-02,2016-01-09,standard class,VW-21775,victoria wilson,corporate,united states,medina,ohio,44256,east,TEC-PH-10002844,technology,phones,speck products candyshell flip case,62.982,2016,1,1,0.3333333333333333,3.4676112857068944e-05,1,0.015877552316534885,7 days
216,217,CA-2016-146262,2016-01-02,2016-01-09,standard class,VW-21775,victoria wilson,corporate,united states,medina,ohio,44256,east,TEC-AC-10000109,technology,accessories,sony micro vault click 16 gb usb 2.0 flash drive,89.584,2016,1,1,0.06015037593984962,4.932242377485098e-05,1,0.01116270762636185,7 days
218,219,CA-2017-130162,2017-10-28,2017-11-01,standard class,JH-15910,jonathan howell,consumer,united states,los angeles,california,90032,west,TEC-PH-10002563,technology,phones,adtran 1202752g1,302.376,2017,10,4,0.1518987341772152,0.00016647969739400268,1,0.003307140778368654,4 days
219,220,CA-2016-169397,2016-12-24,2016-12-27,first class,JB-15925,joni blumstein,consumer,united states,dublin,ohio,43017,east,OFF-FA-10000585,office supplies,fasteners,oic bulk pack metal binder clips,5.584,2016,12,4,0.06060606060606061,3.074392908987853e-06,1,0.17908309455587393,3 days
221,222,CA-2016-169397,2016-12-24,2016-12-27,first class,JB-15925,joni blumstein,consumer,united states,dublin,ohio,43017,east,OFF-BI-10002852,office supplies,binders,ibico standard transparent covers,19.776,2016,12,4,0.0718562874251497,1.0888107838134631e-05,1,0.0505663430420712,3 days
223,224,CA-2016-169397,2016-12-24,2016-12-27,first class,JB-15925,joni blumstein,consumer,united states,dublin,ohio,43017,east,TEC-MA-10001148,technology,machines,swingline sm12-08 microcut jam free shredder,479.988,2016,12,4,0.09223016382215966,0.00026426785522909414,1,0.0020833854179687825,3 days
224,225,CA-2016-169397,2016-12-24,2016-12-27,first class,JB-15925,joni blumstein,consumer,united states,dublin,ohio,43017,east,OFF-AR-10001958,office supplies,art,stanley bostitch contemporary electric pencil sharpeners,27.168,2016,12,4,0.09876543209876543,1.4957934554330586e-05,1,0.03680800942285041,3 days
227,228,CA-2016-163055,2016-08-09,2016-08-16,standard class,DS-13180,david smith,corporate,united states,detroit,michigan,48227,central,OFF-ST-10002485,office supplies,storage,rogers deluxe file chest,21.98,2016,8,3,0.0495049504950495,1.2101568076567516e-05,1,0.04549590536851683,7 days
228,229,US-2016-145436,2016-02-28,2016-03-04,standard class,VD-21670,valerie dominguez,consumer,united states,columbia,tennessee,38401,south,FUR-CH-10004860,furniture,chairs,global low back tilter chair,161.568,2016,2,1,0.09248554913294797,8.895478393971158e-05,1,0.006189344424638542,5 days
230,231,US-2015-156216,2015-09-13,2015-09-17,standard class,EA-14035,erin ashbrook,corporate,united states,charlotte,north carolina,28205,south,OFF-BI-10001679,office supplies,binders,gbc instant index system for binding systems,18.648,2015,9,3,0.25925925925925924,1.0267062852221613e-05,1,0.053625053625053626,4 days
231,232,US-2018-100930,2018-04-07,2018-04-12,standard class,CS-12400,christopher schild,home office,united states,tampa,florida,33614,south,FUR-TA-10001705,furniture,tables,bush advantage collection round conference table,233.86,2018,4,2,0.06874999999999999,0.000128756720217747,1,0.004276062601556487,5 days
233,234,US-2018-100930,2018-04-07,2018-04-12,standard class,CS-12400,christopher schild,home office,united states,tampa,florida,33614,south,OFF-BI-10001679,office supplies,binders,gbc instant index system for binding systems,5.328,2018,4,2,0.07407407407407408,2.9334465292061753e-06,1,0.18768768768768768,5 days
236,237,CA-2018-160514,2018-11-12,2018-11-16,standard class,DB-13120,david bremer,corporate,united states,santa clara,california,95051,west,OFF-PA-10002479,office supplies,paper,xerox 4200 series multiuse premium copy paper (20lb. and 84 bright),10.56,2018,11,4,0.07575757575757576,5.814038165994221e-06,1,0.0946969696969697,4 days
237,238,CA-2017-157749,2017-06-04,2017-06-09,second class,KL-16645,ken lonsdale,consumer,united states,chicago,illinois,60610,central,OFF-PA-10003349,office supplies,paper,xerox 1957,25.92,2017,6,2,0.2702702702702703,1.4270820952894907e-05,1,0.038580246913580245,5 days
238,239,CA-2017-157749,2017-06-04,2017-06-09,second class,KL-16645,ken lonsdale,consumer,united states,chicago,illinois,60610,central,FUR-FU-10000576,furniture,furnishings,luxo professional fluorescent magnifier lamp with clamp-mount base,419.68,2017,6,2,0.10869565217391304,0.0002310639713545885,1,0.002382767823103317,5 days
239,240,CA-2017-157749,2017-06-04,2017-06-09,second class,KL-16645,ken lonsdale,consumer,united states,chicago,illinois,60610,central,FUR-FU-10004351,furniture,furnishings,staple-based wall hangings,11.688,2017,6,2,0.05769230769230769,6.43508315190724e-06,1,0.08555783709787816,5 days
240,241,CA-2017-157749,2017-06-04,2017-06-09,second class,KL-16645,ken lonsdale,consumer,united states,chicago,illinois,60610,central,TEC-PH-10000011,technology,phones,puregear roll-on screen protector,31.984,2017,6,2,0.05594405594405595,1.7609488323973408e-05,1,0.0312656328164082,5 days
241,242,CA-2017-157749,2017-06-04,2017-06-09,second class,KL-16645,ken lonsdale,consumer,united states,chicago,illinois,60610,central,FUR-TA-10002607,furniture,tables,ki conference tables,177.225,2017,6,2,0.08278145695364238,9.757508655003084e-05,1,0.005642544787699252,5 days
242,243,CA-2017-157749,2017-06-04,2017-06-09,second class,KL-16645,ken lonsdale,consumer,united states,chicago,illinois,60610,central,FUR-FU-10002505,furniture,furnishings,eldon 100 class desk accessories,4.044,2017,6,2,0.11111111111111109,2.2265123431136957e-06,1,0.24727992087042536,5 days
245,246,CA-2015-131926,2015-06-01,2015-06-06,second class,DW-13480,dianna wilson,home office,united states,lakeville,minnesota,55044,central,OFF-ST-10002276,office supplies,storage,safco steel mobile file cart,166.72,2015,6,2,0.24390243902439024,9.179132983281785e-05,1,0.005998080614203455,5 days
248,249,CA-2015-131926,2015-06-01,2015-06-06,second class,DW-13480,dianna wilson,home office,united states,lakeville,minnesota,55044,central,OFF-PA-10000061,office supplies,paper,xerox 205,25.92,2015,6,2,0.17241379310344826,1.4270820952894907e-05,1,0.038580246913580245,5 days
253,254,CA-2017-146941,2017-12-10,2017-12-13,first class,DL-13315,delfina latchford,consumer,united states,new york city,new york,10024,east,OFF-EN-10003296,office supplies,envelopes,tyvek side-opening peel & seel expanding envelopes,361.92,2017,12,4,0.2857142857142857,0.0001992629444163474,1,0.002763041556145004,3 days
254,255,US-2016-159982,2016-11-28,2016-12-04,standard class,DR-12880,dan reichenbach,corporate,united states,chicago,illinois,60623,central,FUR-FU-10002505,furniture,furnishings,eldon 100 class desk accessories,12.132,2016,11,4,0.3333333333333333,6.679537029341087e-06,1,0.08242664029014178,6 days
258,259,CA-2018-163139,2018-12-01,2018-12-03,second class,CC-12670,craig carreira,consumer,united states,new york city,new york,10009,east,TEC-AC-10000290,technology,accessories,sabrent 4-port usb 2.0 hub,20.37,2018,12,4,0.2112676056338028,1.1215147484971808e-05,1,0.049091801669121256,2 days
259,260,CA-2018-163139,2018-12-01,2018-12-03,second class,CC-12670,craig carreira,consumer,united states,new york city,new york,10009,east,OFF-ST-10002790,office supplies,storage,safco industrial shelving,221.55,2018,12,4,0.26785714285714285,0.00012197918140871398,1,0.0045136538027533285,2 days
